play_id,play_name,play_family,play_type,run_scheme,run_modifier,pass_concept,pass_modifier,protection,rpo_tag,play_action,formation_id,personnel,beats_front,beats_coverage,beats_pressure,beats_box,preferred_down_distance,preferred_field_zone,tags
y_cross_hsf_dbls,Y Cross HSF DBLS,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_dbls_pa,Y Cross HSF DBLS PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_dot,Y Cross HSF DOT,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_dot_pa,Y Cross HSF DOT PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_deuce,Y Cross HSF DEUCE,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_deuce_pa,Y Cross HSF DEUCE PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_tango,Y Cross HSF TANGO,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_tango_pa,Y Cross HSF TANGO PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_y_middle,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_trips,Y Cross HSF TRIPS,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_trips_pa,Y Cross HSF TRIPS PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_top,Y Cross HSF TOP,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_top_pa,Y Cross HSF TOP PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_trey,Y Cross HSF TREY,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;hitch_slot_fade
y_cross_hsf_trey_pa,Y Cross HSF TREY PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;hitch_slot_fade
y_cross_hsf_bunch,Y Cross HSF BUNCH,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;bunch;hitch_slot_fade
y_cross_hsf_bunch_pa,Y Cross HSF BUNCH PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_bunch_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;slot_fade;access_hitch;tagged_frontside;play_action;bunch;hitch_slot_fade
four_verts_dbls,Four Verts DBLS,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_2x2_spread_no_te,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_dbls_pa,Four Verts DBLS PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_2x2_spread_no_te,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_dot,Four Verts DOT,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_2x2_spread_te_off,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_dot_pa,Four Verts DOT PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_2x2_spread_te_off,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_deuce,Four Verts DEUCE,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_2x2_spread_te_on,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_deuce_pa,Four Verts DEUCE PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_2x2_spread_te_on,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_tango,Four Verts TANGO,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_tango_pa,Four Verts TANGO PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_spread_y_middle,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_trips,Four Verts TRIPS,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_spread_no_te,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_trips_pa,Four Verts TRIPS PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_spread_no_te,10,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_top,Four Verts TOP,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_spread_te_off,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_top_pa,Four Verts TOP PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_spread_te_off,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_trey,Four Verts TREY,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_spread_te_on,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_trey_pa,Four Verts TREY PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_spread_te_on,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_frog,Four Verts FROG,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_spread_te_attached_away,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater
four_verts_frog_pa,Four Verts FROG PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_spread_te_attached_away,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action
four_verts_bunch,Four Verts BUNCH,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover2;cover3;cover4;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;bunch
four_verts_bunch_pa,Four Verts BUNCH PA,pass,pass,none,none,four_verts,vertical,6man,none,true,gun_1rb_3x1_bunch_te_on,11,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;play_action;bunch
four_verts_empty,Four Verts EMPTY,pass,pass,none,none,four_verts,vertical,5man,none,false,gun_empty_3x2_spread_no_te,00,any,cover2;cover3;man,none,normal_box;heavy_box,second_short;third_long;fourth_medium;fourth_long,open_field,vertical_pass;four_verticals;seam_read;middle_field_read;shot_play;man_beater;empty
glance_dbls,Glance DBLS,pass,pass,none,none,glance,base,quick,none,false,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,open_field;redzone,quick_game;glance_route;rhythm_throw;access_throw;inside_leverage;middle_window
glance_dot,Glance DOT,pass,pass,none,none,glance,base,quick,none,false,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,open_field;redzone,quick_game;glance_route;rhythm_throw;access_throw;inside_leverage;middle_window
glance_deuce,Glance DEUCE,pass,pass,none,none,glance,base,quick,none,false,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,open_field;redzone,quick_game;glance_route;rhythm_throw;access_throw;inside_leverage;middle_window
glance_duff,Glance DUFF,pass,pass,none,none,glance,base,quick,none,false,gun_1rb_2x2_spread_2te_off,12,any,cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,open_field;redzone,quick_game;glance_route;rhythm_throw;access_throw;inside_leverage;middle_window
glance_dice,Glance DICE,pass,pass,none,none,glance,base,quick,none,false,gun_1rb_2x2_spread_2te_on,12,any,cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,open_field;redzone,quick_game;glance_route;rhythm_throw;access_throw;inside_leverage;middle_window
slant_flat_dbls,Slant Flat DBLS,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_2x2_spread_no_te,10,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_dot,Slant Flat DOT,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_2x2_spread_te_off,11,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_deuce,Slant Flat DEUCE,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_2x2_spread_te_on,11,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_tango,Slant Flat TANGO,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_trips,Slant Flat TRIPS,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_3x1_spread_no_te,10,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_top,Slant Flat TOP,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_3x1_spread_te_off,11,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
slant_flat_trey,Slant Flat TREY,pass,pass,none,none,slant_flat,base,quick,none,false,gun_1rb_3x1_spread_te_on,11,any,cover2;cover3;cover4;man,zero_pressure;edge_blitz;field_blitz;nickel_blitz,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;slant_flat;high_low;flat_stretch;man_beater
stick_trips,Stick TRIPS,pass,pass,none,none,stick,base,quick,none,false,gun_1rb_3x1_spread_no_te,10,none,zone;soft_zone,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;second_short;third_short;fourth_short,any,quick_game;stick
stick_tango,Stick TANGO,pass,pass,none,none,stick,base,quick,none,false,gun_1rb_3x1_spread_y_middle,10,none,zone;soft_zone,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;second_short;third_short;fourth_short,any,quick_game;stick
stick_trey,Stick TREY,pass,pass,none,none,stick,base,quick,none,false,gun_1rb_3x1_spread_te_on,11,none,zone;soft_zone,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;second_short;third_short;fourth_short,any,quick_game;stick
stick_top,Stick TOP,pass,pass,none,none,stick,base,quick,none,false,gun_1rb_3x1_spread_te_off,11,none,zone;soft_zone,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;second_short;third_short;fourth_short,any,quick_game;stick
flood_trips,Flood TRIPS,pass,pass,none,none,flood,base,5man,none,false,gun_1rb_3x1_spread_no_te,10,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_medium;third_medium;third_long,any,dropback_pass;flood
flood_tango,Flood TANGO,pass,pass,none,none,flood,base,5man,none,false,gun_1rb_3x1_spread_y_middle,10,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_medium;third_medium;third_long,any,dropback_pass;flood
flood_trey,Flood TREY,pass,pass,none,none,flood,base,5man,none,false,gun_1rb_3x1_spread_te_on,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_medium;third_medium;third_long,any,dropback_pass;flood
flood_top,Flood TOP,pass,pass,none,none,flood,base,5man,none,false,gun_1rb_3x1_spread_te_off,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_medium;third_medium;third_long,any,dropback_pass;flood
curl_flat_dbls,Curl Flat DBLS,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_2x2_spread_no_te,10,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_dot,Curl Flat DOT,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_2x2_spread_te_off,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_deuce,Curl Flat DEUCE,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_2x2_spread_te_on,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_tango,Curl Flat TANGO,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_3x1_spread_y_middle,10,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_trips,Curl Flat TRIPS,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_3x1_spread_no_te,10,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_top,Curl Flat TOP,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_3x1_spread_te_off,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_trey,Curl Flat TREY,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_3x1_spread_te_on,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_empty,Curl Flat EMPTY,pass,pass,none,none,curl_flat,base,5man,none,false,gun_empty,00,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
curl_flat_bunch,Curl Flat BUNCH,pass,pass,none,none,curl_flat,base,5man,none,false,gun_1rb_bunch,11,none,zone;soft_zone;cover3;cover4,none,light_box;normal_box,second_short;second_medium;second_long;third_short;third_medium;third_long,any,dropback_pass;curl_flat
pa_bootleg_dbls,PA Bootleg DBLS,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_2x2_spread_no_te,10,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_dot,PA Bootleg DOT,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_2x2_spread_te_off,11,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_deuce,PA Bootleg DEUCE,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_2x2_spread_te_on,11,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_tango,PA Bootleg TANGO,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_3x1_spread_y_middle,10,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_trips,PA Bootleg TRIPS,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_3x1_spread_no_te,10,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_top,PA Bootleg TOP,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_3x1_spread_te_off,11,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
pa_bootleg_trey,PA Bootleg TREY,pass,pass,outside_zone,fake,bootleg,base,boot,none,true,gun_1rb_3x1_spread_te_on,11,any,zone;man,edge_blitz;field_blitz;boundary_blitz;creeper,normal_box;heavy_box,early_down;second_short;second_medium,any,play_action;bootleg;outside_zone_fake;edge_overpursuit;flow_fast
charger_dbls,Charger DBLS,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_2x2_spread_no_te,10,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_dot,Charger DOT,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_2x2_spread_te_off,11,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_deuce,Charger DEUCE,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_2x2_spread_te_on,11,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_tango,Charger TANGO,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_3x1_spread_y_middle,10,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_trips,Charger TRIPS,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_3x1_spread_no_te,10,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_top,Charger TOP,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_3x1_spread_te_off,11,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
charger_trey,Charger TREY,pass,pass,none,none,charger,base,6man,none,false,gun_1rb_3x1_spread_te_on,11,none,cover2;cover4;match;man,zero_pressure;sim_pressure,normal_box;heavy_box,second_medium;second_long;third_short;third_long,open_field;high_redzone,dropback_pass;charger;6man
smash_dbls,Smash DBLS,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_2x2_spread_no_te,10,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_dot,Smash DOT,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_2x2_spread_te_off,11,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_deuce,Smash DEUCE,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_2x2_spread_te_on,11,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_tango,Smash TANGO,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_3x1_spread_y_middle,10,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_trips,Smash TRIPS,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_3x1_spread_no_te,10,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_top,Smash TOP,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_3x1_spread_te_off,11,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_trey,Smash TREY,pass,pass,none,none,smash,base,6man,none,false,gun_1rb_3x1_spread_te_on,11,none,cover2;cover4;soft_zone;match,none,light_box;normal_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_duff,Smash DUFF,pass,pass,none,none,smash,base,6man,none,false,gun_2rb_2x2,12,none,cover2;cover4;soft_zone;match,none,normal_box;heavy_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
smash_dice,Smash DICE,pass,pass,none,none,smash,base,6man,none,false,gun_2rb_3x1,12,none,cover2;cover4;soft_zone;match,none,normal_box;heavy_box,second_medium;second_long;third_short,open_field;high_redzone;redzone;goal_line,dropback_pass;smash;hitch;corner;high_low_corner
mesh_dbls,Mesh DBLS,pass,pass,none,none,mesh,base,5man,none,false,gun_1rb_2x2_spread_no_te,10,any,man;cover1;cover3,zero_pressure,normal_box;heavy_box,third_short;third_medium;fourth_short;fourth_medium,open_field;redzone,quick_game;mesh;man_beater;rub_route;crossing_routes;traffic;third_down
